settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
6553381261	15.01.2018 10:32:22 UTC	29.01.2018 10:32:14 UTC	31.01.2018 10:32:14 UTC	99.89	CAD																		
6553381261						Order	701-8099737-2938621			DRwD1wWLB	Amazon.ca	ItemPrice	Principal	39.99	MFN	16.01.2018	16.01.2018 03:47:19 UTC	46227669398394			02-23CA-011-010617FBM001C	1	
6553381261						Order	701-8099737-2938621			DRwD1wWLB	Amazon.ca	ItemFees	Commission	-6.00	MFN	16.01.2018	16.01.2018 03:47:19 UTC	46227669398394			02-23CA-011-010617FBM001C	1	
6553381261						Order	701-4137033-2646661	701-4137033-2646661		D1p0Lydrk	Amazon.ca	ItemPrice	Principal	13.99	AFN	28.01.2018	28.01.2018 23:33:48 UTC	45258676203978			02-25CA-011-011200FBA05	1	
6553381261						Order	701-4137033-2646661	701-4137033-2646661		D1p0Lydrk	Amazon.ca	ItemPrice	Shipping	2.12	AFN	28.01.2018	28.01.2018 23:33:48 UTC	45258676203978			02-25CA-011-011200FBA05	1	
6553381261						Order	701-4137033-2646661	701-4137033-2646661		D1p0Lydrk	Amazon.ca	ItemFees	FBAPerUnitFulfillmentFee	-1.81	AFN	28.01.2018	28.01.2018 23:33:48 UTC	45258676203978			02-25CA-011-011200FBA05	1	
6553381261						Order	701-4137033-2646661	701-4137033-2646661		D1p0Lydrk	Amazon.ca	ItemFees	FBAWeightBasedFee	-4.52	AFN	28.01.2018	28.01.2018 23:33:48 UTC	45258676203978			02-25CA-011-011200FBA05	1	
6553381261						Order	701-4137033-2646661	701-4137033-2646661		D1p0Lydrk	Amazon.ca	ItemFees	Commission	-2.10	AFN	28.01.2018	28.01.2018 23:33:48 UTC	45258676203978			02-25CA-011-011200FBA05	1	
6553381261						Order	701-4137033-2646661	701-4137033-2646661		D1p0Lydrk	Amazon.ca	ItemFees	ShippingChargeback	-2.40	AFN	28.01.2018	28.01.2018 23:33:48 UTC	45258676203978			02-25CA-011-011200FBA05	1	
6553381261						Order	701-6714043-3226600	701-6714043-3226600		D6SPyqdNk	Amazon.ca	ItemPrice	Principal	13.99	AFN	27.01.2018	27.01.2018 02:50:00 UTC	01074875410746			02-25CA-011-011200FBA05	1	
6553381261						Order	701-6714043-3226600	701-6714043-3226600		D6SPyqdNk	Amazon.ca	ItemFees	FBAPerUnitFulfillmentFee	-1.81	AFN	27.01.2018	27.01.2018 02:50:00 UTC	01074875410746			02-25CA-011-011200FBA05	1	
6553381261						Order	701-6714043-3226600	701-6714043-3226600		D6SPyqdNk	Amazon.ca	ItemFees	FBAWeightBasedFee	-4.52	AFN	27.01.2018	27.01.2018 02:50:00 UTC	01074875410746			02-25CA-011-011200FBA05	1	
6553381261						Order	701-6714043-3226600	701-6714043-3226600		D6SPyqdNk	Amazon.ca	ItemFees	Commission	-2.10	AFN	27.01.2018	27.01.2018 02:50:00 UTC	01074875410746			02-25CA-011-011200FBA05	1	
6553381261						Order	701-2200970-9776232			DBgFMtRgw	Amazon.ca	ItemPrice	Principal	39.99	MFN	26.01.2018	26.01.2018 02:48:50 UTC	56346416882098			02-23CA-011-010617FBM001C	1	
6553381261						Order	701-2200970-9776232			DBgFMtRgw	Amazon.ca	ItemFees	Commission	-6.00	MFN	26.01.2018	26.01.2018 02:48:50 UTC	56346416882098			02-23CA-011-010617FBM001C	1	
6553381261						Order	701-7505964-1445008			DByrJxX94	Amazon.ca	ItemPrice	Principal	39.99	MFN	24.01.2018	24.01.2018 02:26:09 UTC	57167570853506			02-23CA-011-010617FBM001C	1	
6553381261						Order	701-7505964-1445008			DByrJxX94	Amazon.ca	ItemFees	Commission	-6.00	MFN	24.01.2018	24.01.2018 02:26:09 UTC	57167570853506			02-23CA-011-010617FBM001C	1	
6553381261						Order	702-7300138-6261033	702-7300138-6261033		D6V5lPrck	Amazon.ca	ItemPrice	Principal	20.99	AFN	22.01.2018	22.01.2018 22:52:58 UTC	63335933297138			02-24CA-011-010628FBA01	1	
6553381261						Order	702-7300138-6261033	702-7300138-6261033		D6V5lPrck	Amazon.ca	ItemFees	FBAPerUnitFulfillmentFee	-1.81	AFN	22.01.2018	22.01.2018 22:52:58 UTC	63335933297138			02-24CA-011-010628FBA01	1	
6553381261						Order	702-7300138-6261033	702-7300138-6261033		D6V5lPrck	Amazon.ca	ItemFees	FBAWeightBasedFee	-4.52	AFN	22.01.2018	22.01.2018 22:52:58 UTC	63335933297138			02-24CA-011-010628FBA01	1	
6553381261						Order	702-7300138-6261033	702-7300138-6261033		D6V5lPrck	Amazon.ca	ItemFees	Commission	-3.15	AFN	22.01.2018	22.01.2018 22:52:58 UTC	63335933297138			02-24CA-011-010628FBA01	1	
6553381261						Order	701-9736238-7944232	701-9736238-7944232		DCzQtxrTk	Amazon.ca	ItemPrice	Principal	13.99	AFN	20.01.2018	20.01.2018 10:20:39 UTC	16429583560042			02-25CA-011-011200FBA05	1	
6553381261						Order	701-9736238-7944232	701-9736238-7944232		DCzQtxrTk	Amazon.ca	ItemFees	FBAPerUnitFulfillmentFee	-1.81	AFN	20.01.2018	20.01.2018 10:20:39 UTC	16429583560042			02-25CA-011-011200FBA05	1	
6553381261						Order	701-9736238-7944232	701-9736238-7944232		DCzQtxrTk	Amazon.ca	ItemFees	FBAWeightBasedFee	-4.52	AFN	20.01.2018	20.01.2018 10:20:39 UTC	16429583560042			02-25CA-011-011200FBA05	1	
6553381261						Order	701-9736238-7944232	701-9736238-7944232		DCzQtxrTk	Amazon.ca	ItemFees	Commission	-2.10	AFN	20.01.2018	20.01.2018 10:20:39 UTC	16429583560042			02-25CA-011-011200FBA05	1	
6553381261						other-transaction						other-transaction	Subscription Fee	-29.99		18.01.2018	18.01.2018 06:41:48 UTC						
