"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","selling fees","fba fees","other transaction fees","other","total"
"2016-01-14 12:52:36 AM PST","6035267921","Refund","701-2811103-9648209","35FA-2113LC03-850","2-Pack LOFTEK® Ship From CA, 50W Waterproof Outdoor Security LED Flood Light Spotlight High Powered RGB Color Change(16 Different Color Tones) with Pl","1","amazon.ca","Seller","Langley","BC","V2Z 1R6","-204.99","0","0","0","0","25.75","0","0","0","-179.24"
"2016-01-14 5:40:28 AM PST","6035267921","Order","701-4604067-3255420","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Saskatoon","Saskatchewan","S7N 1B5","54.99","0","0","0","0","-4.40","-5.57","0","0","45.02"
"2016-01-14 8:58:29 AM PST","6035267921","Order","702-8563825-0491430","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Toronto","ON","M6S 1A4","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-14 9:39:59 AM PST","6035267921","Order","701-0468246-3728210","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","La Dore","Quebec","G8J 1G2","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-14 10:52:50 AM PST","6035267921","Refund","702-9043709-6284222","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Winnipeg","Manitoba","R2X 2W4","-54.99","0","0","0","0","3.52","0","0","0","-51.47"
"2016-01-14 12:40:53 PM PST","6035267921","Refund","702-3419995-6178653","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Montréal","Quebec","H1A5P7","-54.99","0","0","0","0","3.52","0","0","0","-51.47"
"2016-01-15 2:34:24 AM PST","6035267921","Order","702-6786584-0059458","66CA-0023FM01-605120402","Intimate Melody® LAVA 3 in 1 G Spot Vibrator, 2 Massager and 1 Silicone Bullet with Heating Function - 7 Stimulation Modes Dildo Best Adult Toy for Me","1","amazon.ca","Seller","Lanark","Ontario","K0G 1K0","89.99","0","0","0","0","-13.50","0","0","0","76.49"
"2016-01-15 2:34:33 AM PST","6035267921","Order","701-5471208-8517015","66CA-0023FM01-605120402","Intimate Melody® LAVA 3 in 1 G Spot Vibrator, 2 Massager and 1 Silicone Bullet with Heating Function - 7 Stimulation Modes Dildo Best Adult Toy for Me","1","amazon.ca","Seller","Quebec","Quebec","G3J 1X2","89.99","0","0","0","0","-13.50","0","0","0","76.49"
"2016-01-15 5:52:08 AM PST","6035267921","Order","701-8027229-4555413","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Fernie","British Columbia","V0B 1M6","54.99","0.68","0","0","0","-4.40","-6.28","0","0","44.99"
"2016-01-15 3:40:32 PM PST","6035267921","Order","702-0923599-4609060","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Winnipeg","Manitoba","R2K 0V8","54.99","0","0","0","0","-4.40","-5.57","0","0","45.02"
